transaction_id,transaction_date,transaction_time,transaction_qty,store_id,store_location,product_id,unit_price,product_category,product_type,product_detail
45030,3/17/2023,08:51:23,2,5,Lower Manhattan,56,2.55,Tea,Brewed Chai tea,Spicy Eye Opener Chai Rg
45031,3/17/2023,08:51:53,1,3,Astoria,71,3.75,Bakery,Pastry,Chocolate Croissant
45032,3/17/2023,08:54:12,1,3,Astoria,52,2.5,Tea,Brewed Chai tea,Traditional Blend Chai Rg
45033,3/17/2023,08:54:39,1,5,Lower Manhattan,40,3.75,Coffee,Barista Espresso,Cappuccino
45034,3/17/2023,08:54:39,1,5,Lower Manhattan,84,0.8,Flavours,Regular syrup,Chocolate syrup
45035,3/17/2023,08:54:44,1,3,Astoria,37,3,Coffee,Barista Espresso,Espresso shot
45036,3/17/2023,08:54:44,1,3,Astoria,63,0.8,Flavours,Regular syrup,Carmel syrup
45037,3/17/2023,08:55:02,1,5,Lower Manhattan,52,2.5,Tea,Brewed Chai tea,Traditional Blend Chai Rg
45038,3/17/2023,08:55:28,1,5,Lower Manhattan,22,2,Coffee,Drip coffee,Our Old Time Diner Blend Sm
45039,3/17/2023,08:55:51,1,3,Astoria,39,4.25,Coffee,Barista Espresso,Latte Rg
45040,3/17/2023,08:55:51,1,3,Astoria,65,0.8,Flavours,Sugar free syrup,Sugar Free Vanilla syrup
45041,3/17/2023,08:55:51,1,3,Astoria,69,3.25,Bakery,Biscotti,Hazelnut Biscotti
45042,3/17/2023,08:58:52,1,3,Astoria,39,4.25,Coffee,Barista Espresso,Latte Rg
45043,3/17/2023,08:58:52,2,3,Astoria,64,0.8,Flavours,Regular syrup,Hazelnut syrup
45044,3/17/2023,08:59:09,1,5,Lower Manhattan,23,2.5,Coffee,Drip coffee,Our Old Time Diner Blend Rg
45045,3/17/2023,09:00:35,2,5,Lower Manhattan,30,3,Coffee,Gourmet brewed coffee,Columbian Medium Roast Lg
45046,3/17/2023,09:00:35,1,5,Lower Manhattan,74,3.5,Bakery,Biscotti,Ginger Biscotti
45047,3/17/2023,09:01:54,1,5,Lower Manhattan,43,3,Tea,Brewed herbal tea,Lemon Grass Lg
45048,3/17/2023,09:05:22,1,5,Lower Manhattan,57,3.1,Tea,Brewed Chai tea,Spicy Eye Opener Chai Lg
45049,3/17/2023,09:05:44,1,8,Hell's Kitchen,32,3,Coffee,Gourmet brewed coffee,Ethiopia Rg
45050,3/17/2023,09:05:44,1,8,Hell's Kitchen,74,3.5,Bakery,Biscotti,Ginger Biscotti
45051,3/17/2023,09:06:59,1,8,Hell's Kitchen,27,3.5,Coffee,Organic brewed coffee,Brazilian Lg
45052,3/17/2023,09:08:24,1,3,Astoria,31,2.2,Coffee,Gourmet brewed coffee,Ethiopia Sm
45053,3/17/2023,09:08:53,2,3,Astoria,33,3.5,Coffee,Gourmet brewed coffee,Ethiopia Lg
45054,3/17/2023,09:08:53,1,3,Astoria,81,28,Branded,Clothing,I Need My Bean! T-shirt
45055,3/17/2023,09:09:18,1,8,Hell's Kitchen,49,3,Tea,Brewed Black tea,English Breakfast Lg
45056,3/17/2023,09:09:18,1,8,Hell's Kitchen,71,3.75,Bakery,Pastry,Chocolate Croissant
45057,3/17/2023,09:10:34,2,3,Astoria,49,3,Tea,Brewed Black tea,English Breakfast Lg
45058,3/17/2023,09:11:19,2,3,Astoria,34,2.45,Coffee,Premium brewed coffee,Jamaican Coffee River Sm
45059,3/17/2023,09:11:19,1,3,Astoria,76,3.5,Bakery,Biscotti,Chocolate Chip Biscotti
45060,3/17/2023,09:11:19,1,3,Astoria,3,14.75,Coffee beans,Espresso Beans,Espresso Roast
45061,3/17/2023,09:11:54,2,3,Astoria,59,4.5,Drinking Chocolate,Hot chocolate,Dark chocolate Lg
45062,3/17/2023,09:11:55,1,5,Lower Manhattan,58,3.5,Drinking Chocolate,Hot chocolate,Dark chocolate Rg
45063,3/17/2023,09:13:39,2,5,Lower Manhattan,33,3.5,Coffee,Gourmet brewed coffee,Ethiopia Lg
45064,3/17/2023,09:14:18,2,3,Astoria,59,4.5,Drinking Chocolate,Hot chocolate,Dark chocolate Lg
45065,3/17/2023,09:14:36,2,5,Lower Manhattan,41,4.25,Coffee,Barista Espresso,Cappuccino Lg
45066,3/17/2023,09:14:36,1,5,Lower Manhattan,84,0.8,Flavours,Regular syrup,Chocolate syrup
45067,3/17/2023,09:15:15,2,8,Hell's Kitchen,31,2.2,Coffee,Gourmet brewed coffee,Ethiopia Sm
45068,3/17/2023,09:15:43,2,8,Hell's Kitchen,32,3,Coffee,Gourmet brewed coffee,Ethiopia Rg
45069,3/17/2023,09:19:12,1,5,Lower Manhattan,48,2.5,Tea,Brewed Black tea,English Breakfast Rg
45070,3/17/2023,09:20:13,1,5,Lower Manhattan,23,2.5,Coffee,Drip coffee,Our Old Time Diner Blend Rg
45071,3/17/2023,09:22:04,1,8,Hell's Kitchen,32,3,Coffee,Gourmet brewed coffee,Ethiopia Rg
45072,3/17/2023,09:23:14,1,8,Hell's Kitchen,50,2.5,Tea,Brewed Black tea,Earl Grey Rg
45073,3/17/2023,09:23:14,1,8,Hell's Kitchen,77,3,Bakery,Scone,Oatmeal Scone
45074,3/17/2023,09:23:37,2,5,Lower Manhattan,60,3.75,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Rg
45075,3/17/2023,09:25:31,1,3,Astoria,30,3,Coffee,Gourmet brewed coffee,Columbian Medium Roast Lg
45076,3/17/2023,09:26:10,1,5,Lower Manhattan,56,2.55,Tea,Brewed Chai tea,Spicy Eye Opener Chai Rg
45077,3/17/2023,09:26:18,2,3,Astoria,22,2,Coffee,Drip coffee,Our Old Time Diner Blend Sm
45078,3/17/2023,09:26:25,1,3,Astoria,45,3,Tea,Brewed herbal tea,Peppermint Lg
45079,3/17/2023,09:26:25,1,3,Astoria,8,45,Coffee beans,Premium Beans,Civet Cat
45080,3/17/2023,09:30:09,1,5,Lower Manhattan,60,3.75,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Rg
45081,3/17/2023,09:32:08,1,3,Astoria,27,3.5,Coffee,Organic brewed coffee,Brazilian Lg
45082,3/17/2023,09:32:08,1,3,Astoria,14,8.95,Loose Tea,Black tea,Earl Grey
45083,3/17/2023,09:33:56,1,8,Hell's Kitchen,23,2.5,Coffee,Drip coffee,Our Old Time Diner Blend Rg
45084,3/17/2023,09:33:56,1,8,Hell's Kitchen,76,3.5,Bakery,Biscotti,Chocolate Chip Biscotti
45085,3/17/2023,09:34:31,1,5,Lower Manhattan,46,2.5,Tea,Brewed Green tea,Serenity Green Tea Rg
45086,3/17/2023,09:34:31,1,5,Lower Manhattan,72,3.25,Bakery,Scone,Ginger Scone
45087,3/17/2023,09:36:36,2,3,Astoria,24,3,Coffee,Drip coffee,Our Old Time Diner Blend Lg
45088,3/17/2023,09:37:48,2,5,Lower Manhattan,48,2.5,Tea,Brewed Black tea,English Breakfast Rg
45089,3/17/2023,09:38:28,2,3,Astoria,46,2.5,Tea,Brewed Green tea,Serenity Green Tea Rg
45090,3/17/2023,09:39:05,1,8,Hell's Kitchen,22,2,Coffee,Drip coffee,Our Old Time Diner Blend Sm
45091,3/17/2023,09:41:51,1,8,Hell's Kitchen,27,3.5,Coffee,Organic brewed coffee,Brazilian Lg
45092,3/17/2023,09:41:57,1,8,Hell's Kitchen,53,3,Tea,Brewed Chai tea,Traditional Blend Chai Lg
45093,3/17/2023,09:42:24,2,8,Hell's Kitchen,47,3,Tea,Brewed Green tea,Serenity Green Tea Lg
45094,3/17/2023,09:42:24,1,8,Hell's Kitchen,74,3.5,Bakery,Biscotti,Ginger Biscotti
45095,3/17/2023,09:43:07,2,3,Astoria,54,2.5,Tea,Brewed Chai tea,Morning Sunrise Chai Rg
45096,3/17/2023,09:44:32,1,3,Astoria,40,3.75,Coffee,Barista Espresso,Cappuccino
45097,3/17/2023,09:44:32,1,3,Astoria,84,0.8,Flavours,Regular syrup,Chocolate syrup
45098,3/17/2023,09:45:48,1,3,Astoria,31,2.2,Coffee,Gourmet brewed coffee,Ethiopia Sm
45099,3/17/2023,09:45:48,1,3,Astoria,74,3.5,Bakery,Biscotti,Ginger Biscotti
45100,3/17/2023,09:46:21,1,8,Hell's Kitchen,25,2.2,Coffee,Organic brewed coffee,Brazilian Sm
45101,3/17/2023,09:46:21,1,8,Hell's Kitchen,73,3.75,Bakery,Pastry,Almond Croissant
45102,3/17/2023,09:47:12,2,3,Astoria,46,2.5,Tea,Brewed Green tea,Serenity Green Tea Rg
45103,3/17/2023,09:47:36,1,3,Astoria,45,3,Tea,Brewed herbal tea,Peppermint Lg
45104,3/17/2023,09:47:36,1,3,Astoria,83,14,Branded,Housewares,I Need My Bean! Latte cup
45105,3/17/2023,09:48:21,1,8,Hell's Kitchen,30,3,Coffee,Gourmet brewed coffee,Columbian Medium Roast Lg
45106,3/17/2023,09:49:01,1,3,Astoria,45,3,Tea,Brewed herbal tea,Peppermint Lg
45107,3/17/2023,09:49:01,1,3,Astoria,73,3.75,Bakery,Pastry,Almond Croissant
45108,3/17/2023,09:49:08,1,5,Lower Manhattan,56,2.55,Tea,Brewed Chai tea,Spicy Eye Opener Chai Rg
45109,3/17/2023,09:49:24,1,3,Astoria,50,2.5,Tea,Brewed Black tea,Earl Grey Rg
45110,3/17/2023,09:50:12,1,3,Astoria,39,4.25,Coffee,Barista Espresso,Latte Rg
45111,3/17/2023,09:50:12,1,3,Astoria,63,0.8,Flavours,Regular syrup,Carmel syrup
45112,3/17/2023,09:50:12,1,3,Astoria,76,3.5,Bakery,Biscotti,Chocolate Chip Biscotti
45113,3/17/2023,09:50:12,1,3,Astoria,18,10.95,Loose Tea,Chai tea,Spicy Eye Opener Chai
45114,3/17/2023,09:50:21,2,3,Astoria,56,2.55,Tea,Brewed Chai tea,Spicy Eye Opener Chai Rg
45115,3/17/2023,09:50:28,1,5,Lower Manhattan,32,3,Coffee,Gourmet brewed coffee,Ethiopia Rg
45116,3/17/2023,09:50:38,1,3,Astoria,28,2,Coffee,Gourmet brewed coffee,Columbian Medium Roast Sm
45117,3/17/2023,09:50:38,1,3,Astoria,82,12,Branded,Housewares,I Need My Bean! Diner mug
45118,3/17/2023,09:52:46,2,3,Astoria,60,3.75,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Rg
45119,3/17/2023,09:53:03,2,3,Astoria,54,2.5,Tea,Brewed Chai tea,Morning Sunrise Chai Rg
45120,3/17/2023,09:53:25,2,8,Hell's Kitchen,40,3.75,Coffee,Barista Espresso,Cappuccino
45121,3/17/2023,09:53:25,1,8,Hell's Kitchen,65,0.8,Flavours,Sugar free syrup,Sugar Free Vanilla syrup
45122,3/17/2023,09:53:50,2,8,Hell's Kitchen,50,2.5,Tea,Brewed Black tea,Earl Grey Rg
45123,3/17/2023,09:53:50,1,8,Hell's Kitchen,9,22.5,Coffee beans,Organic Beans,Organic Decaf Blend
45124,3/17/2023,09:54:18,1,8,Hell's Kitchen,48,2.5,Tea,Brewed Black tea,English Breakfast Rg
45125,3/17/2023,09:54:29,2,3,Astoria,24,3,Coffee,Drip coffee,Our Old Time Diner Blend Lg
45126,3/17/2023,09:54:39,2,3,Astoria,50,2.5,Tea,Brewed Black tea,Earl Grey Rg
45127,3/17/2023,09:58:26,2,5,Lower Manhattan,51,3,Tea,Brewed Black tea,Earl Grey Lg
45128,3/17/2023,09:58:28,1,3,Astoria,48,2.5,Tea,Brewed Black tea,English Breakfast Rg
45129,3/17/2023,09:59:29,1,8,Hell's Kitchen,56,2.55,Tea,Brewed Chai tea,Spicy Eye Opener Chai Rg
45130,3/17/2023,09:59:29,1,8,Hell's Kitchen,71,3.75,Bakery,Pastry,Chocolate Croissant
45131,3/17/2023,09:59:46,2,3,Astoria,52,2.5,Tea,Brewed Chai tea,Traditional Blend Chai Rg
45132,3/17/2023,10:00:41,2,3,Astoria,45,3,Tea,Brewed herbal tea,Peppermint Lg
45133,3/17/2023,10:00:55,2,8,Hell's Kitchen,27,3.5,Coffee,Organic brewed coffee,Brazilian Lg
45134,3/17/2023,10:00:55,1,8,Hell's Kitchen,70,3.25,Bakery,Scone,Cranberry Scone
45135,3/17/2023,10:01:33,1,5,Lower Manhattan,35,3.1,Coffee,Premium brewed coffee,Jamaican Coffee River Rg
45136,3/17/2023,10:01:33,1,5,Lower Manhattan,71,3.75,Bakery,Pastry,Chocolate Croissant
45137,3/17/2023,10:01:41,1,8,Hell's Kitchen,26,3,Coffee,Organic brewed coffee,Brazilian Rg
45138,3/17/2023,10:03:45,2,3,Astoria,26,3,Coffee,Organic brewed coffee,Brazilian Rg
45139,3/17/2023,10:03:45,1,3,Astoria,77,3,Bakery,Scone,Oatmeal Scone
45140,3/17/2023,10:06:48,2,5,Lower Manhattan,41,4.25,Coffee,Barista Espresso,Cappuccino Lg
45141,3/17/2023,10:06:48,1,5,Lower Manhattan,65,0.8,Flavours,Sugar free syrup,Sugar Free Vanilla syrup
45142,3/17/2023,10:07:06,1,8,Hell's Kitchen,58,3.5,Drinking Chocolate,Hot chocolate,Dark chocolate Rg
45143,3/17/2023,10:07:49,2,8,Hell's Kitchen,44,2.5,Tea,Brewed herbal tea,Peppermint Rg
45144,3/17/2023,10:07:49,1,8,Hell's Kitchen,75,3.5,Bakery,Pastry,Croissant
45145,3/17/2023,10:07:58,1,3,Astoria,60,3.75,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Rg
45146,3/17/2023,10:08:50,2,5,Lower Manhattan,40,3.75,Coffee,Barista Espresso,Cappuccino
45147,3/17/2023,10:08:50,1,5,Lower Manhattan,64,0.8,Flavours,Regular syrup,Hazelnut syrup
45148,3/17/2023,10:09:15,2,3,Astoria,33,3.5,Coffee,Gourmet brewed coffee,Ethiopia Lg
45149,3/17/2023,10:09:15,1,3,Astoria,69,3.25,Bakery,Biscotti,Hazelnut Biscotti
45150,3/17/2023,10:09:44,1,3,Astoria,36,3.75,Coffee,Premium brewed coffee,Jamaican Coffee River Lg
45151,3/17/2023,10:09:58,1,5,Lower Manhattan,39,4.25,Coffee,Barista Espresso,Latte Rg
45152,3/17/2023,10:09:58,1,5,Lower Manhattan,64,0.8,Flavours,Regular syrup,Hazelnut syrup
45153,3/17/2023,10:09:58,1,5,Lower Manhattan,18,10.95,Loose Tea,Chai tea,Spicy Eye Opener Chai
45154,3/17/2023,10:10:47,1,3,Astoria,28,2,Coffee,Gourmet brewed coffee,Columbian Medium Roast Sm
45155,3/17/2023,10:11:47,2,8,Hell's Kitchen,49,3,Tea,Brewed Black tea,English Breakfast Lg
45156,3/17/2023,10:11:47,1,8,Hell's Kitchen,71,3.75,Bakery,Pastry,Chocolate Croissant
45157,3/17/2023,10:12:13,2,3,Astoria,26,3,Coffee,Organic brewed coffee,Brazilian Rg
45158,3/17/2023,10:12:40,2,3,Astoria,27,3.5,Coffee,Organic brewed coffee,Brazilian Lg
45159,3/17/2023,10:12:40,1,3,Astoria,77,3,Bakery,Scone,Oatmeal Scone
45160,3/17/2023,10:13:04,1,5,Lower Manhattan,22,2,Coffee,Drip coffee,Our Old Time Diner Blend Sm
45161,3/17/2023,10:13:09,1,3,Astoria,57,3.1,Tea,Brewed Chai tea,Spicy Eye Opener Chai Lg
45162,3/17/2023,10:13:09,1,3,Astoria,74,3.5,Bakery,Biscotti,Ginger Biscotti
45163,3/17/2023,10:13:10,1,3,Astoria,34,2.45,Coffee,Premium brewed coffee,Jamaican Coffee River Sm
45164,3/17/2023,10:13:35,1,3,Astoria,22,2,Coffee,Drip coffee,Our Old Time Diner Blend Sm
45165,3/17/2023,10:13:53,1,3,Astoria,33,3.5,Coffee,Gourmet brewed coffee,Ethiopia Lg
45166,3/17/2023,10:15:50,2,3,Astoria,54,2.5,Tea,Brewed Chai tea,Morning Sunrise Chai Rg
45167,3/17/2023,10:16:21,1,3,Astoria,32,3,Coffee,Gourmet brewed coffee,Ethiopia Rg
45168,3/17/2023,10:16:21,1,3,Astoria,15,9.25,Loose Tea,Green tea,Serenity Green Tea
45169,3/17/2023,10:17:05,2,3,Astoria,52,2.5,Tea,Brewed Chai tea,Traditional Blend Chai Rg
45170,3/17/2023,10:17:05,1,3,Astoria,83,14,Branded,Housewares,I Need My Bean! Latte cup
45171,3/17/2023,10:17:44,2,3,Astoria,39,4.25,Coffee,Barista Espresso,Latte Rg
45172,3/17/2023,10:17:44,2,3,Astoria,65,0.8,Flavours,Sugar free syrup,Sugar Free Vanilla syrup
45173,3/17/2023,10:19:39,1,3,Astoria,29,2.5,Coffee,Gourmet brewed coffee,Columbian Medium Roast Rg
45174,3/17/2023,10:19:39,1,3,Astoria,77,3,Bakery,Scone,Oatmeal Scone
45175,3/17/2023,10:20:46,1,8,Hell's Kitchen,39,4.25,Coffee,Barista Espresso,Latte Rg
45176,3/17/2023,10:20:46,1,8,Hell's Kitchen,63,0.8,Flavours,Regular syrup,Carmel syrup
45177,3/17/2023,10:23:02,2,3,Astoria,35,3.1,Coffee,Premium brewed coffee,Jamaican Coffee River Rg
45178,3/17/2023,10:23:41,2,3,Astoria,53,3,Tea,Brewed Chai tea,Traditional Blend Chai Lg
45179,3/17/2023,10:23:41,1,3,Astoria,74,3.5,Bakery,Biscotti,Ginger Biscotti
45180,3/17/2023,10:24:07,1,3,Astoria,60,3.75,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Rg
45181,3/17/2023,10:24:07,1,3,Astoria,3,14.75,Coffee beans,Espresso Beans,Espresso Roast
45182,3/17/2023,10:24:39,1,5,Lower Manhattan,58,3.5,Drinking Chocolate,Hot chocolate,Dark chocolate Rg
45183,3/17/2023,10:24:39,1,5,Lower Manhattan,76,3.5,Bakery,Biscotti,Chocolate Chip Biscotti
45184,3/17/2023,10:24:52,2,3,Astoria,53,3,Tea,Brewed Chai tea,Traditional Blend Chai Lg
45185,3/17/2023,10:25:44,1,5,Lower Manhattan,42,2.5,Tea,Brewed herbal tea,Lemon Grass Rg
45186,3/17/2023,10:26:34,1,3,Astoria,32,3,Coffee,Gourmet brewed coffee,Ethiopia Rg
45187,3/17/2023,10:26:38,1,5,Lower Manhattan,59,4.5,Drinking Chocolate,Hot chocolate,Dark chocolate Lg
45188,3/17/2023,10:26:49,1,3,Astoria,34,2.45,Coffee,Premium brewed coffee,Jamaican Coffee River Sm
45189,3/17/2023,10:27:38,2,5,Lower Manhattan,36,3.75,Coffee,Premium brewed coffee,Jamaican Coffee River Lg
45190,3/17/2023,10:28:16,2,3,Astoria,37,3,Coffee,Barista Espresso,Espresso shot
45191,3/17/2023,10:28:16,1,3,Astoria,64,0.8,Flavours,Regular syrup,Hazelnut syrup
45192,3/17/2023,10:28:43,1,3,Astoria,52,2.5,Tea,Brewed Chai tea,Traditional Blend Chai Rg
45193,3/17/2023,10:28:46,2,3,Astoria,51,3,Tea,Brewed Black tea,Earl Grey Lg
45194,3/17/2023,10:28:46,1,3,Astoria,75,3.5,Bakery,Pastry,Croissant
45195,3/17/2023,10:30:25,1,3,Astoria,46,2.5,Tea,Brewed Green tea,Serenity Green Tea Rg
45196,3/17/2023,10:30:25,1,3,Astoria,74,3.5,Bakery,Biscotti,Ginger Biscotti
45197,3/17/2023,10:31:49,1,3,Astoria,61,4.75,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Lg
45198,3/17/2023,10:31:49,1,3,Astoria,76,3.5,Bakery,Biscotti,Chocolate Chip Biscotti
45199,3/17/2023,10:32:04,2,3,Astoria,43,3,Tea,Brewed herbal tea,Lemon Grass Lg
45200,3/17/2023,10:32:47,1,3,Astoria,37,3,Coffee,Barista Espresso,Espresso shot
45201,3/17/2023,10:32:47,2,3,Astoria,64,0.8,Flavours,Regular syrup,Hazelnut syrup
45202,3/17/2023,10:32:56,2,8,Hell's Kitchen,22,2,Coffee,Drip coffee,Our Old Time Diner Blend Sm
45203,3/17/2023,10:33:26,2,5,Lower Manhattan,35,3.1,Coffee,Premium brewed coffee,Jamaican Coffee River Rg
45204,3/17/2023,10:34:40,2,5,Lower Manhattan,32,3,Coffee,Gourmet brewed coffee,Ethiopia Rg
45205,3/17/2023,10:34:40,1,5,Lower Manhattan,76,3.5,Bakery,Biscotti,Chocolate Chip Biscotti
45206,3/17/2023,10:35:17,1,8,Hell's Kitchen,44,2.5,Tea,Brewed herbal tea,Peppermint Rg
45207,3/17/2023,10:35:17,1,8,Hell's Kitchen,71,3.75,Bakery,Pastry,Chocolate Croissant
45208,3/17/2023,10:35:56,1,5,Lower Manhattan,48,2.5,Tea,Brewed Black tea,English Breakfast Rg
45209,3/17/2023,10:36:46,2,8,Hell's Kitchen,23,2.5,Coffee,Drip coffee,Our Old Time Diner Blend Rg
45210,3/17/2023,10:36:46,1,8,Hell's Kitchen,79,3.75,Bakery,Scone,Jumbo Savory Scone
45211,3/17/2023,10:36:57,2,3,Astoria,41,4.25,Coffee,Barista Espresso,Cappuccino Lg
45212,3/17/2023,10:36:57,2,3,Astoria,65,0.8,Flavours,Sugar free syrup,Sugar Free Vanilla syrup
45213,3/17/2023,10:36:57,1,3,Astoria,76,3.5,Bakery,Biscotti,Chocolate Chip Biscotti
45214,3/17/2023,10:38:42,2,3,Astoria,51,3,Tea,Brewed Black tea,Earl Grey Lg
45215,3/17/2023,10:38:44,2,5,Lower Manhattan,29,2.5,Coffee,Gourmet brewed coffee,Columbian Medium Roast Rg
45216,3/17/2023,10:40:20,2,5,Lower Manhattan,34,2.45,Coffee,Premium brewed coffee,Jamaican Coffee River Sm
45217,3/17/2023,10:40:20,1,5,Lower Manhattan,77,3,Bakery,Scone,Oatmeal Scone
45218,3/17/2023,10:41:08,1,3,Astoria,25,2.2,Coffee,Organic brewed coffee,Brazilian Sm
45219,3/17/2023,10:41:08,1,3,Astoria,70,3.25,Bakery,Scone,Cranberry Scone
45220,3/17/2023,10:42:00,2,8,Hell's Kitchen,33,3.5,Coffee,Gourmet brewed coffee,Ethiopia Lg
45221,3/17/2023,10:42:11,2,5,Lower Manhattan,39,4.25,Coffee,Barista Espresso,Latte Rg
45222,3/17/2023,10:42:11,2,5,Lower Manhattan,64,0.8,Flavours,Regular syrup,Hazelnut syrup
45223,3/17/2023,10:42:11,1,5,Lower Manhattan,79,3.75,Bakery,Scone,Jumbo Savory Scone
45224,3/17/2023,10:42:55,2,5,Lower Manhattan,51,3,Tea,Brewed Black tea,Earl Grey Lg
45225,3/17/2023,10:43:54,2,3,Astoria,52,2.5,Tea,Brewed Chai tea,Traditional Blend Chai Rg
45226,3/17/2023,10:44:29,2,3,Astoria,51,3,Tea,Brewed Black tea,Earl Grey Lg
45227,3/17/2023,10:46:26,2,3,Astoria,57,3.1,Tea,Brewed Chai tea,Spicy Eye Opener Chai Lg
45228,3/17/2023,10:47:27,2,3,Astoria,54,2.5,Tea,Brewed Chai tea,Morning Sunrise Chai Rg
45229,3/17/2023,10:47:46,1,8,Hell's Kitchen,37,3,Coffee,Barista Espresso,Espresso shot
45230,3/17/2023,10:47:46,1,8,Hell's Kitchen,64,0.8,Flavours,Regular syrup,Hazelnut syrup
45231,3/17/2023,10:48:50,2,3,Astoria,24,3,Coffee,Drip coffee,Our Old Time Diner Blend Lg
45232,3/17/2023,10:48:50,1,3,Astoria,82,12,Branded,Housewares,I Need My Bean! Diner mug
45233,3/17/2023,10:48:56,1,3,Astoria,58,3.5,Drinking Chocolate,Hot chocolate,Dark chocolate Rg
45234,3/17/2023,10:49:17,1,3,Astoria,46,2.5,Tea,Brewed Green tea,Serenity Green Tea Rg
45235,3/17/2023,10:49:17,1,3,Astoria,78,4.5,Bakery,Scone,Scottish Cream Scone 
45236,3/17/2023,10:52:05,2,3,Astoria,25,2.2,Coffee,Organic brewed coffee,Brazilian Sm
45237,3/17/2023,10:53:24,2,3,Astoria,24,3,Coffee,Drip coffee,Our Old Time Diner Blend Lg
45238,3/17/2023,10:53:24,1,3,Astoria,1,18,Coffee beans,Organic Beans,Brazilian - Organic
45239,3/17/2023,10:53:34,2,8,Hell's Kitchen,44,2.5,Tea,Brewed herbal tea,Peppermint Rg
45240,3/17/2023,10:53:51,2,8,Hell's Kitchen,39,4.25,Coffee,Barista Espresso,Latte Rg
45241,3/17/2023,10:53:51,2,8,Hell's Kitchen,84,0.8,Flavours,Regular syrup,Chocolate syrup
45242,3/17/2023,10:53:51,1,8,Hell's Kitchen,76,3.5,Bakery,Biscotti,Chocolate Chip Biscotti
45243,3/17/2023,10:54:04,2,8,Hell's Kitchen,87,2.1,Coffee,Barista Espresso,Ouro Brasileiro shot
45244,3/17/2023,10:54:04,2,8,Hell's Kitchen,72,3.25,Bakery,Scone,Ginger Scone
45245,3/17/2023,10:54:04,1,8,Hell's Kitchen,19,6.4,Packaged Chocolate,Drinking Chocolate,Dark chocolate
45246,3/17/2023,10:54:48,2,3,Astoria,40,3.75,Coffee,Barista Espresso,Cappuccino
45247,3/17/2023,10:54:48,1,3,Astoria,84,0.8,Flavours,Regular syrup,Chocolate syrup
45248,3/17/2023,10:57:21,1,8,Hell's Kitchen,24,3,Coffee,Drip coffee,Our Old Time Diner Blend Lg
45249,3/17/2023,10:58:39,1,8,Hell's Kitchen,40,3.75,Coffee,Barista Espresso,Cappuccino
45250,3/17/2023,10:58:39,1,8,Hell's Kitchen,65,0.8,Flavours,Sugar free syrup,Sugar Free Vanilla syrup
45251,3/17/2023,10:58:39,1,8,Hell's Kitchen,75,3.5,Bakery,Pastry,Croissant
45252,3/17/2023,10:58:48,1,5,Lower Manhattan,59,4.5,Drinking Chocolate,Hot chocolate,Dark chocolate Lg
45253,3/17/2023,10:59:02,1,3,Astoria,61,4.75,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Lg
45254,3/17/2023,11:03:32,1,8,Hell's Kitchen,27,3.5,Coffee,Organic brewed coffee,Brazilian Lg
45255,3/17/2023,11:09:12,1,8,Hell's Kitchen,23,2.5,Coffee,Drip coffee,Our Old Time Diner Blend Rg
45256,3/17/2023,11:10:11,2,3,Astoria,47,3,Tea,Brewed Green tea,Serenity Green Tea Lg
45257,3/17/2023,11:10:28,1,3,Astoria,34,2.45,Coffee,Premium brewed coffee,Jamaican Coffee River Sm
45258,3/17/2023,11:12:00,2,5,Lower Manhattan,37,3,Coffee,Barista Espresso,Espresso shot
45259,3/17/2023,11:12:00,1,5,Lower Manhattan,63,0.8,Flavours,Regular syrup,Carmel syrup
45260,3/17/2023,11:12:26,1,8,Hell's Kitchen,23,2.5,Coffee,Drip coffee,Our Old Time Diner Blend Rg
45261,3/17/2023,11:12:44,2,3,Astoria,39,4.25,Coffee,Barista Espresso,Latte Rg
45262,3/17/2023,11:12:44,1,3,Astoria,84,0.8,Flavours,Regular syrup,Chocolate syrup
45263,3/17/2023,11:13:41,1,8,Hell's Kitchen,87,3,Coffee,Barista Espresso,Ouro Brasileiro shot
45264,3/17/2023,11:13:41,1,8,Hell's Kitchen,75,3.5,Bakery,Pastry,Croissant
45265,3/17/2023,11:14:36,1,3,Astoria,36,3.75,Coffee,Premium brewed coffee,Jamaican Coffee River Lg
45266,3/17/2023,11:14:36,1,3,Astoria,76,3.5,Bakery,Biscotti,Chocolate Chip Biscotti
45267,3/17/2023,11:16:13,2,8,Hell's Kitchen,22,2,Coffee,Drip coffee,Our Old Time Diner Blend Sm
45268,3/17/2023,11:16:13,1,8,Hell's Kitchen,75,3.5,Bakery,Pastry,Croissant
45269,3/17/2023,11:16:18,2,8,Hell's Kitchen,46,2.5,Tea,Brewed Green tea,Serenity Green Tea Rg
45270,3/17/2023,11:20:47,2,3,Astoria,56,2.55,Tea,Brewed Chai tea,Spicy Eye Opener Chai Rg
45271,3/17/2023,11:21:00,1,5,Lower Manhattan,31,2.2,Coffee,Gourmet brewed coffee,Ethiopia Sm
